book_id_title,book_id,cover_image_uri,book_title,book_series,book_settings,book_characters,book_language,year_first_published,authorlink,author,num_pages,format,genres,people_curr_read,peop_want_to_read,num_ratings,num_reviews,average_rating,rating_distribution,awards
24800.House_of_Leaves,24800,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403889034i/24800.jpg,House of Leaves,,,"['Zampano', 'Will Navidson', 'Karen Green', 'Johnny Truant']",English,2000,https://www.goodreads.com/author/show/13974.Mark_Z_Danielewski,Mark Z. Danielewski,710,Paperback,"['Horror', 'Fiction', 'Fantasy', 'Mystery', 'Thriller', 'Contemporary', 'Novels']",31.2k,588k,185267,19649,4.09,"{'5 Stars': 87667, '4 Stars': 52083, '3 Stars': 27267, '2 Stars': 11277, '1 Star': 6973}","['Bram Stoker Award Nominee for Best First Novel (2000)', 'Locus Award Nominee for Best First Novel (2001)', 'New York Public Library Young Lions Fiction Award (2001)', 'Guardian First Book Award Nominee (2000)', 'James Tait Black Memorial Prize Nominee for Fiction (2000)', 'International Horror Guild Award Nominee for Best First Novel (2000)', 'Premio Ignotus Nominee for Mejor novela extranjera (Best Foreign Novel) (2014)']"
24835.The_Sot_Weed_Factor,24835,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349029340i/24835.jpg,The Sot-Weed Factor,,,"['Ebenezer Cooke', 'Joan Toast', 'John McEvoy', 'Bertrand Burton', 'Charles Calvert', 'Captain Cairn']",English,1960,https://www.goodreads.com/author/show/8113.John_Barth,John Barth,756,Paperback,"['Fiction', 'Historical Fiction', 'Classics', 'Literature', 'Novels', 'Humor', 'American']",329,23.7k,7534,523,4.11,"{'5 Stars': 3301, '4 Stars': 2469, '3 Stars': 1222, '2 Stars': 397, '1 Star': 145}",[]
248596.Something_Wicked_This_Way_Comes,248596,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1409596011i/248596.jpg,Something Wicked This Way Comes,"['Green Town', 'Ray Bradbury Graphic Novels']","['Green Town, Illinois']","['William Halloway', 'James Nightshade', 'Charles Halloway', 'Tom Fury', 'Crosetti', 'Mr Tetley', 'Willa Foley', 'Mr Dark', 'Mr Cooger']",English,1962,https://www.goodreads.com/author/show/1630.Ray_Bradbury,Ray Bradbury,293,Mass Market Paperback,"['Horror', 'Fantasy', 'Fiction', 'Classics', 'Science Fiction', 'Young Adult', 'Halloween']","6,727",160k,143117,11678,3.9,"{'5 Stars': 44909, '4 Stars': 53658, '3 Stars': 33014, '2 Stars': 8972, '1 Star': 2564}",[]
24861.Demian,24861,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1421510580i/24861.jpg,Demian,,,"['Emil Sinclair', 'Max Demian']",German,1919,https://www.goodreads.com/author/show/1113469.Hermann_Hesse,Hermann Hesse,193,Paperback,"['Fiction', 'Philosophy', 'German Literature', 'Literature', 'Novels', 'Germany', 'Coming Of Age']","6,202",70.2k,124367,9096,4.14,"{'5 Stars': 52608, '4 Stars': 44149, '3 Stars': 21504, '2 Stars': 4789, '1 Star': 1317}",[]
249.Tropic_of_Cancer,249,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1655123174i/249.jpg,Tropic of Cancer,,,,,1934,https://www.goodreads.com/author/show/147.Henry_Miller,Henry Miller,318,Paperback,"['Fiction', 'Classics', 'Literature', 'Novels', 'Banned Books', 'American', 'Erotica']",,,75383,4715,3.66,"{'5 Stars': 20429, '4 Stars': 24666, '3 Stars': 18605, '2 Stars': 7568, '1 Star': 4115}",[]
2493.The_Time_Machine,2493,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327942880i/2493.jpg,The Time Machine,,"['London, England', 'England', 'United Kingdom']","['Weena', 'The Time Traveller']",English,1895,https://www.goodreads.com/author/show/880695.H_G_Wells,H.G. Wells,118,Paperback,"['Science Fiction', 'Fiction', 'Classics', 'Time Travel', 'Fantasy', 'Dystopia', 'Audiobook']",18.7k,372k,543320,17803,3.9,"{'5 Stars': 159495, '4 Stars': 209342, '3 Stars': 139378, '2 Stars': 28273, '1 Star': 6832}",[]
249747.Artemis_Fowl,249747,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630661894i/249747.jpg,Artemis Fowl,['Artemis Fowl'],"['Ho Chi Minh City', 'Martina Franca, Puglia', 'Ireland', 'Italy', 'Vietnam', 'Apulia']","['Artemis Fowl II', 'Domovoi Butler', 'Captain Holly Short', 'Commander Julius Root', 'Foaly', 'Mulch Diggums', 'Juliet Butler', 'Angeline Fowl', 'Captain Trouble Kelp', 'Briar Cudgeon', 'Nguyen Xuan', 'Corporal Grub Kelp', 'Professor Cumulus', 'Dr Jerbal Argon', 'Chix Verbil']",English,2001,https://www.goodreads.com/author/show/10896.Eoin_Colfer,Eoin Colfer,396,Paperback,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Science Fiction', 'Adventure']",17.2k,208k,555470,14050,3.86,"{'5 Stars': 186551, '4 Stars': 182618, '3 Stars': 128183, '2 Stars': 39866, '1 Star': 18252}","['Garden State Book Award for Fiction (Grades 6-8) (2004)', ""Massachusetts Children's Book Award (2003)"", 'Blue Hen Book Award for Chapter Book (2003)', 'Rhode Island Teen Book Award Nominee (2002)', ""Pacific Northwest Library Association Young Reader's Choice Award for Intermediate (2004)""]"
250.Tropic_of_Capricorn,250,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1521304861i/250.jpg,Tropic of Capricorn,['Tropic'],"['Brooklyn, New York City, New York']",,English,1939,https://www.goodreads.com/author/show/147.Henry_Miller,Henry Miller,348,Paperback,"['Classics', 'Literature', 'Novels', 'American', 'Erotica', 'The United States Of America', 'Banned Books']","1,214",25.4k,20851,925,3.81,"{'5 Stars': 6283, '4 Stars': 7463, '3 Stars': 4757, '2 Stars': 1611, '1 Star': 737}",[]
250113.Novel_with_Cocaine,250113,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1418363441i/250113.jpg,Novel with Cocaine,,"['Moscow, Russian Empire', 'Moscow, Petrograd Soviet', 'Moscow, USSR']","['Vadim Maslennikov,']",English,1934,https://www.goodreads.com/author/show/51063588.M_Ageyev,M. Ageyev,204,Paperback,"['Fiction', 'Russia', 'Classics', 'Russian Literature', 'Literature', 'Novels', '20th Century']",92,"6,882",3440,245,3.84,"{'5 Stars': 1036, '4 Stars': 1233, '3 Stars': 838, '2 Stars': 245, '1 Star': 88}",[]
25060793-pleasant-day,25060793,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1425381381i/25060793.jpg,Pleasant Day,,['South Carolina'],,English,2015,https://www.goodreads.com/author/show/1299520.Vera_Jane_Cook,Vera Jane Cook,285,Kindle Edition,"['Mystery Thriller', 'Fiction', 'Contemporary', 'Mystery', 'Novels']",15,"9,588",1182,36,4.32,"{'5 Stars': 559, '4 Stars': 507, '3 Stars': 68, '2 Stars': 29, '1 Star': 19}",[]
251688.Breakfast_at_Tiffany_s_and_Three_Stories,251688,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1739711613i/251688.jpg,Breakfast at Tiffany's and Three Stories,,"['New York City, New York', 'Upper East Side, New York City, New York', 'New York City, New York', 'Manhattan, New York City, New York']","['Holly Golightly', 'Doc Golightly', 'Joe Bell', 'I.Y. Yunioshi', 'Mag Wildwood']",English,1958,https://www.goodreads.com/author/show/431149.Truman_Capote,Truman Capote,142,Paperback,"['Fiction', 'Short Stories', 'Classics', 'Romance', 'Audiobook', 'American', 'Literature']","5,787",213k,281517,17420,3.84,"{'5 Stars': 74473, '4 Stars': 110839, '3 Stars': 75628, '2 Stars': 16713, '1 Star': 3864}",[]
2517.My_Name_Is_Red,2517,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1547450869i/2517.jpg,My Name Is Red,,"['Turkey', 'Istanbul']","['Kara', 'Sekure', 'Kelebek', 'Leylek', 'Eniste Efendi', 'Zarif', 'Sevket', 'Orhan', 'Hasan (My Name is Red)', 'Ustat Osman Efendi', 'Esther (My name is red)', 'Zeytin']",English,1998,https://www.goodreads.com/author/show/1728.Orhan_Pamuk,Orhan Pamuk,417,Paperback,"['Fiction', 'Historical Fiction', 'Mystery', 'Turkish', 'Literature', 'Novels', 'Turkish Literature']","6,334",70.9k,59031,5472,3.87,"{'5 Stars': 18618, '4 Stars': 21683, '3 Stars': 12850, '2 Stars': 4168, '1 Star': 1712}","['Magnesia Litera for Translation (Litera za prekladovou knihu) (2008)', 'Prix du Meilleur Livre Etranger for Roman (2002)', 'Premio Grinzane Cavour for Narrativa Straniera (2002)', 'UBL Literary Award for Urdu Translation (2015)', 'Metu verstine knyga Nominee (2012)', 'Dublin Literary Award (2003)']"
251737.Power_and_Influence,251737,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388202543i/251737.jpg,Power and Influence,,,,English,1985,https://www.goodreads.com/author/show/26977.John_P_Kotter,John P. Kotter,240,Hardcover,"['Leadership', 'Business', 'Self Help', 'Psychology', 'Management']",39,358,138,10,3.91,"{'5 Stars': 41, '4 Stars': 54, '3 Stars': 35, '2 Stars': 6, '1 Star': 2}",[]
25251757-you-will-know-me,25251757,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1467210264i/25251757.jpg,You Will Know Me,,,,English,2016,https://www.goodreads.com/author/show/29593.Megan_Abbott,Megan Abbott,345,Hardcover,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Audiobook', 'Adult']",927,34.5k,44337,4646,3.43,"{'5 Stars': 5744, '4 Stars': 15259, '3 Stars': 16933, '2 Stars': 5174, '1 Star': 1227}",['ITW Thriller Award Nominee for Best Hardcover Novel (2017)']
2526.Blindness,2526,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327866409i/2526.jpg,Blindness,['Blindness'],['Portugal'],"['The doctor (Blindness)', ""The doctor's wife"", 'The girl with the dark glasses', 'The first blind man', ""The first blind man's wife"", 'The boy with the squint', 'The old man with the black eye patch', 'The car thief']",English,1995,https://www.goodreads.com/author/show/1285555.Jos_Saramago,Jose Saramago,326,Paperback,"['Fiction', 'Dystopia', 'Classics', 'Science Fiction', 'Novels', 'Literature', 'Portugal']",15.8k,283k,314208,26312,4.18,"{'5 Stars': 141453, '4 Stars': 109850, '3 Stars': 44784, '2 Stars': 12897, '1 Star': 5224}","['Premio San Clemente for Lingua estranxeira (1999)', 'Dublin Literary Award Nominee (1999)']"
25308180-the-promised-land,25308180,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1428333554i/25308180.jpg,The Promised Land,,,,English,1998,https://www.goodreads.com/author/show/4116.Erich_Maria_Remarque,Erich Maria Remarque,436,Kindle Edition,"['Fiction', 'Classics', 'Historical Fiction', 'German Literature', 'War', 'Literature', 'Drama']",54,631,783,51,4.12,"{'5 Stars': 296, '4 Stars': 317, '3 Stars': 139, '2 Stars': 27, '1 Star': 4}",[]
2531.The_Cave,2531,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327905883i/2531.jpg,The Cave,,,"['Cipriano Algor', 'Marta Algor', 'Marcal Gacho', 'Isaura Estudiosa / Isaura Madruga', ""Achado (a dog, 'Found' in the English translation)""]",English,2000,https://www.goodreads.com/author/show/1285555.Jos_Saramago,Jose Saramago,307,Paperback,"['Fiction', 'Portugal', 'Literature', 'Novels', 'Portuguese Literature', 'Nobel Prize', 'Dystopia']","1,130",16.5k,15771,1439,3.89,"{'5 Stars': 4664, '4 Stars': 6230, '3 Stars': 3624, '2 Stars': 968, '1 Star': 285}",['Independent Foreign Fiction Prize Nominee for Shortlist (2003)']
253264.Inherit_the_Wind,253264,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388290640i/253264.jpg,Inherit the Wind: The Powerful Courtroom Drama in which Two Men Wage the Legal War of the Century,,"['The United States of America', 'Hillsboro, Tennessee']","['Matthew Harrison Brady', 'Henry Drummond', 'Bertram Cates', 'E.K. Hornbeck']",English,1955,https://www.goodreads.com/author/show/41992.Jerome_Lawrence,Jerome Lawrence,129,Paperback,"['Plays', 'Classics', 'Fiction', 'Drama', 'Historical Fiction', 'School', 'Theatre']",245,12.9k,23776,1028,3.93,"{'5 Stars': 8109, '4 Stars': 8499, '3 Stars': 5181, '2 Stars': 1407, '1 Star': 580}",[]
25350.Out_of_the_Silent_Planet,25350,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1310984018i/25350.jpg,Out of the Silent Planet,['The Space Trilogy'],"['Malacandra', 'Mars']","['Elwin Ransom', 'Weston', 'Devine', 'Oyarsa']",English,1938,https://www.goodreads.com/author/show/1069006.C_S_Lewis,C.S. Lewis,160,Paperback,"['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Christian', 'Christian Fiction', 'Science Fiction Fantasy']","4,348",64.3k,101007,6607,3.93,"{'5 Stars': 32899, '4 Stars': 37607, '3 Stars': 22944, '2 Stars': 5791, '1 Star': 1766}",['Retro Hugo Award Nominee for Best Novel (2014)']
2536.The_Year_of_the_Death_of_Ricardo_Reis,2536,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348284177i/2536.jpg,The Year of the Death of Ricardo Reis,,,,,1984,https://www.goodreads.com/author/show/1285555.Jos_Saramago,Jose Saramago,358,Paperback,"['Fiction', 'Portugal', 'Portuguese Literature', 'Classics', 'Historical Fiction', 'Literature', 'Nobel Prize']",,,14033,1033,4.0,"{'5 Stars': 4728, '4 Stars': 5624, '3 Stars': 2802, '2 Stars': 691, '1 Star': 188}",[]
25378.The_Dirt,25378,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388184697i/25378.jpg,The Dirt: Confessions of the World's Most Notorious Rock Band,,,"['Tommy Lee', 'Mick Mars', 'Vince Neil', 'Nikki Sixx']",English,2001,https://www.goodreads.com/author/show/588.Neil_Strauss,Neil Strauss,431,Paperback,"['Music', 'Nonfiction', 'Biography', 'Memoir', 'Autobiography', 'Biography Memoir', 'Audiobook']","2,190",38.7k,47126,2724,4.14,"{'5 Stars': 21128, '4 Stars': 15678, '3 Stars': 7255, '2 Stars': 1976, '1 Star': 1089}",[]
254291.Seven_Brothers,254291,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1395314105i/254291.jpg,Seven Brothers,,"['Finland', 'Nurmijarvi']","['Juhani', 'Tuomas', 'Aapo', 'Simeoni', 'Timo', 'Lauri', 'Eero', 'Manniston Venla', 'Tammiston Kyosti', 'Taula-Matti', 'Viertolan Herra', 'Mikko', 'Kaisa', 'Valko', 'Killi ja Kiiski', 'Matti']",English,1870,https://www.goodreads.com/author/show/148589.Aleksis_Kivi,Aleksis Kivi,345,Paperback,"['Classics', 'Finnish Literature', 'Fiction', 'Historical Fiction', 'School', 'Historical', '19th Century']",157,"3,307",4018,196,3.35,"{'5 Stars': 607, '4 Stars': 1186, '3 Stars': 1395, '2 Stars': 658, '1 Star': 172}",[]
2547.The_Prophet,2547,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1355046521i/2547.jpg,The Prophet,,['Orphalese'],"['Al Mustafa', 'Al Mitra']",English,1923,https://www.goodreads.com/author/show/6466154.Kahlil_Gibran,Kahlil Gibran,127,Paperback,"['Poetry', 'Classics', 'Philosophy', 'Fiction', 'Spirituality', 'Religion', 'Literature']",27.5k,281k,314772,15819,4.23,"{'5 Stars': 160816, '4 Stars': 90157, '3 Stars': 45308, '2 Stars': 12829, '1 Star': 5662}",[]
255019.The_Devil_s_Disciple,255019,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347823880i/255019.jpg,The Devil's Disciple,,"['Websterbridge, New Hampshire']","['Anthony Anderson', 'Richard ""Dick"" Dudgeon', 'Judith Anderson', 'Anne Dudgeon', 'Christopher ""Christy"" Dudgeon', 'Uncle William Dudgeon', 'Uncle Titus Dudgeon', 'Essie Dudgeon', 'Lawyer Hawkins', 'General John Burgoyne', 'Major Swindon']",English,1897,https://www.goodreads.com/author/show/5217.George_Bernard_Shaw,George Bernard Shaw,128,Paperback,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'Historical Fiction', 'Irish Literature']",118,"1,577",1552,162,3.75,"{'5 Stars': 381, '4 Stars': 567, '3 Stars': 463, '2 Stars': 113, '1 Star': 28}",[]
2554533.Le_Petit_Chose,2554533,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1332362367i/2554533.jpg,Le Petit Chose,,"['Lyon', 'Sarlande', 'Paris']",,French,1868,https://www.goodreads.com/author/show/51047.Alphonse_Daudet,Alphonse Daudet,445,Mass Market Paperback,"['Classics', 'France', 'Fiction', 'French Literature', 'Roman', 'Novels', 'Literature']",83,"1,029",1854,96,3.72,"{'5 Stars': 508, '4 Stars': 598, '3 Stars': 524, '2 Stars': 176, '1 Star': 48}",[]
256008.Lonesome_Dove,256008,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1559668037i/256008.jpg,Lonesome Dove,['Lonesome Dove'],"['The United States of America', 'Texas', 'American West', 'Fort Worth, Texas', 'Nebraska', 'Ogallala, Nebraska', 'Montana', 'Wyoming', 'Miles City, Montana', 'Colorado', 'New Mexico', 'Santa Rosa, New Mexico']","['Captain Woodrow Call', 'Augustus ""Gus"" McCrae', 'Joshua Deets', 'Newt Dobbs', 'Pea Eye Parker', 'Lorena Wood', 'Bolivar', 'Lippy Jones', 'Xavier Wanz', 'Dishwasher Bogget', 'Jake Spoon', 'Wilbarger', 'Chick', ""Allen O'Brien"", ""Sean O'Brien"", 'Soupy Jones', 'Needle Nelson', 'Jasper Fant', 'Bert Borum', 'Ben Rainey', 'July Johnson', 'Roscoe Brown', 'Elmira Johnson', 'Peach Johnson', 'Joe Boot', 'Jim Rainey', 'Bill Spettle', 'Blue Duck', 'Po Campo', 'Pete Spettle', 'Janey', 'Monkey John', 'Dog Face', 'Dan Suggs', 'Roy Suggs', 'Frog Lip', 'Zwey', 'Clara', 'Cholo', 'Betsey', 'Hugh Auld']",English,1985,https://www.goodreads.com/author/show/1055.Larry_McMurtry,Larry McMurtry,960,Mass Market Paperback,"['Fiction', 'Historical Fiction', 'Westerns', 'Classics', 'Historical', 'Adventure', 'Audiobook']",15.9k,244k,210234,14505,4.55,"{'5 Stars': 143084, '4 Stars': 46889, '3 Stars': 15126, '2 Stars': 3334, '1 Star': 1801}","['Pulitzer Prize for Fiction (1986)', 'PEN/Faulkner Award for Fiction Nominee (1986)', 'National Book Critics Circle Award Nominee for Fiction (1985)', 'Spur Award for Best Western Novel (1985)']"
25630075-ardently,25630075,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1432975851i/25630075.jpg,Ardently: the most famous love declarations in classic and modern literature,,,,English,2015,https://www.goodreads.com/author/show/12048141.M_C_Frank,M.C. Frank,256,Kindle Edition,"['Classics', 'Romance']",2,"1,033",22,12,4.73,"{'5 Stars': 16, '4 Stars': 6, '3 Stars': 0, '2 Stars': 0, '1 Star': 0}",[]
256566.Everything_is_Illuminated,256566,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1479774440i/256566.jpg,Everything is Illuminated,,"['Ukraine', 'Trochenbrod']","['Alexander Perchov', 'Jonathan Safran Foer', 'Brod', 'Yankel D', 'Grandfather (Everything Is Illuminated)', 'Safran', 'The Kolker', 'The Gypsy Girl', 'Lista']",English,2002,https://www.goodreads.com/author/show/2617.Jonathan_Safran_Foer,Jonathan Safran Foer,276,Paperback,"['Fiction', 'Historical Fiction', 'Contemporary', 'Novels', 'Magical Realism', 'Literary Fiction', 'Literature']","4,267",146k,181997,8899,3.89,"{'5 Stars': 60683, '4 Stars': 64800, '3 Stars': 38425, '2 Stars': 12748, '1 Star': 5341}","['New York Public Library Young Lions Fiction Award (2003)', 'Guardian First Book Award (2002)', 'PEN/Robert W. Bingham Prize (2004)', 'William Saroyan International Prize for Writing for Fiction (2003)', 'Corine Internationaler Buchpreis for Rolf Heyne Buchpreis (2003)']"
256683.City_of_Bones,256683,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1432730315i/256683.jpg,City of Bones,"['The Mortal Instruments', 'The Shadowhunter Chronicles']","['New York City, New York']","['Alexander ""Alec"" Lightwood', 'Jonathan ""Jace"" Wayland', 'Valentine Morgenstern', 'Isabelle ""Izzy"" Sophia Lightwood', 'Magnus Bane', 'Jocelyn Fray', 'Luke Garroway', 'Clarissa ""Clary"" Fray', 'Simon Lewis']",English,2007,https://www.goodreads.com/author/show/150038.Cassandra_Clare,Cassandra Clare,485,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Vampires']",37.6k,955k,2094188,78918,4.07,"{'5 Stars': 922173, '4 Stars': 623223, '3 Stars': 376594, '2 Stars': 115157, '1 Star': 57041}","['Locus Award Nominee for Best First Novel (2008)', 'Georgia Peach Book Award Nominee for Honor book (2009)', 'South Carolina Book Award Nominee for Young Adult Book Award (2010)', ""Pacific Northwest Library Association Young Reader's Choice Award (2010)"", 'Lincoln Award (2010)']"
2567.Ak_,2567,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1708113847i/2567.jpg,Ake: The Years of Childhood,,['Nigeria'],,English,1981,https://www.goodreads.com/author/show/978.Wole_Soyinka,Wole Soyinka,230,Paperback,"['Africa', 'Nonfiction', 'Memoir', 'Nigeria', 'African Literature', 'Nobel Prize', 'Biography']",128,"6,487",1939,171,3.86,"{'5 Stars': 597, '4 Stars': 689, '3 Stars': 490, '2 Stars': 116, '1 Star': 47}",['Anisfield-Wolf Book Award (1983)']
25689.The_Agricola_and_The_Germania,25689,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924609i/25689.jpg,The Agricola and The Germania,,"['Caledonia, Roman-era Britain']","['Boudica', 'Titus Flavius Domitianus', 'Calgacus', 'Vespasian', 'Gnaeus Julius Agricola', 'Gaius Seutonius Paulinus']",English,98,https://www.goodreads.com/author/show/2936846.Tacitus,Tacitus,174,Paperback,"['History', 'Classics', 'Nonfiction', 'Ancient History', 'Biography', 'Roman', 'Ancient']",238,"7,217",5873,280,3.97,"{'5 Stars': 1985, '4 Stars': 2147, '3 Stars': 1397, '2 Stars': 277, '1 Star': 67}",[]
25743.The_Slave,25743,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439985430i/25743.jpg,The Slave,,['Poland'],,English,1962,https://www.goodreads.com/author/show/14444.Isaac_Bashevis_Singer,Isaac Bashevis Singer,320,Paperback,"['Fiction', 'Historical Fiction', 'Classics', 'Jewish', 'Nobel Prize', 'Poland', 'Literature']",134,"5,485",3917,387,4.22,"{'5 Stars': 1765, '4 Stars': 1449, '3 Stars': 548, '2 Stars': 127, '1 Star': 28}",['National Jewish Book Award for Fiction (1963)']
2577088-the-wolves-of-paris,2577088,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347580637i/2577088.jpg,The Wolves of Paris,,,,English,1978,https://www.goodreads.com/author/show/5831.Daniel_P_Mannix,Daniel P. Mannix,234,Hardcover,"['Historical Fiction', 'Fiction', 'Animals', 'Wolves', 'Historical', 'Horror', 'France']",4,621,120,23,4.05,"{'5 Stars': 43, '4 Stars': 47, '3 Stars': 23, '2 Stars': 7, '1 Star': 0}",[]
25785265-qui-n-mat-a-palomino-molero,25785265,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1438047684i/25785265.jpg,?Quien mato a Palomino Molero?,,,,Spanish; Castilian,1986,https://www.goodreads.com/author/show/22515.Mario_Vargas_Llosa,Mario Vargas Llosa,176,Mass Market Paperback,"['Fiction', 'Mystery', 'Crime', 'Latin American', 'Novels', 'Latin American Literature', 'Literature']",158,"3,803",7294,694,3.57,"{'5 Stars': 1074, '4 Stars': 2865, '3 Stars': 2647, '2 Stars': 590, '1 Star': 118}",['Ars Translationis (2015)']
2579284-six-days-of-the-condor,2579284,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1313011780i/2579284.jpg,Six Days of the Condor,['The Condor'],"['Washington, D.C.']",['Ronald Malcolm'],English,1974,https://www.goodreads.com/author/show/132225.James_Grady,James Grady,192,Hardcover,"['Thriller', 'Fiction', 'Espionage', 'Mystery', 'Suspense', 'Mystery Thriller', 'Crime']","1,075","9,699",19244,484,4.08,"{'5 Stars': 7096, '4 Stars': 7600, '3 Stars': 3762, '2 Stars': 571, '1 Star': 215}",['CWA New Blood Dagger Nominee (1975)']
2585686-the-catbird-seat,2585686,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1464072877i/2585686.jpg,The Catbird Seat,,,,English,1942,https://www.goodreads.com/author/show/16839.James_Thurber,James Thurber,32,Paperback,"['Short Stories', 'Humor', 'Classics', 'Fiction', 'Read For School', 'Comedy', 'School']",6,269,424,54,3.85,"{'5 Stars': 124, '4 Stars': 160, '3 Stars': 102, '2 Stars': 29, '1 Star': 9}",[]
25870405-the-blade-artist,25870405,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1453058010i/25870405.jpg,The Blade Artist,['Mark Renton'],,['Jim Francis'],English,2016,https://www.goodreads.com/author/show/5687.Irvine_Welsh,Irvine Welsh,448,Hardcover,"['Fiction', 'Crime', 'Thriller', 'Mystery', 'Contemporary', 'Scotland', 'Novels']",178,"6,053",7767,503,3.83,"{'5 Stars': 2195, '4 Stars': 3034, '3 Stars': 1806, '2 Stars': 489, '1 Star': 243}",[]
25899336-when-breath-becomes-air,25899336,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1492677644i/25899336.jpg,When Breath Becomes Air,,,,English,2016,https://www.goodreads.com/author/show/14031444.Paul_Kalanithi,Paul Kalanithi,208,Kindle Edition,"['Nonfiction', 'Memoir', 'Biography', 'Medicine', 'Audiobook', 'Medical', 'Autobiography']",32.4k,753k,738360,57196,4.41,"{'5 Stars': 425263, '4 Stars': 218375, '3 Stars': 72393, '2 Stars': 14958, '1 Star': 7371}","['Pulitzer Prize Nominee for Biography or Autobiography (2017)', 'Wellcome Book Prize Nominee (2017)', 'Goodreads Choice Award for Memoir & Autobiography (2016)', 'Waterstones Book of the Year Nominee (2016)', 'Prix Jan Michalski Nominee for Longlist (2017)', 'Book of the Month Book of the Year Award Nominee (2016)']"
2593214-a-desert-drama,2593214,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348463065i/2593214.jpg,A Desert Drama: Being the Tragedy of the Korosko,,,,English,1898,https://www.goodreads.com/author/show/2448.Arthur_Conan_Doyle,Arthur Conan Doyle,176,Paperback,"['Classics', 'Fiction', 'Adventure', 'Historical Fiction', 'Mystery', 'Travel', 'Historical']",33,438,464,72,3.6,"{'5 Stars': 95, '4 Stars': 162, '3 Stars': 143, '2 Stars': 56, '1 Star': 8}",[]
